1st;	Harris, Mr Henry Birkhardt;	male;	45.0;	false
1st;	Spedden, Mr Frederick Oakley;	male;	45.0;	true
1st;	Wick, Mrs George Dennick (Martha Hitchcock);	female;	45.0;	true
2nd;	Brown, Mr Thomas William Solomon;	male;	45.0;	false
2nd;	Gilbert, Mr William;	male;	45.0;	false
2nd;	Hart, Mrs Benjamin (Esther);	female;	45.0;	true
2nd;	Kelly, Mrs Florence (Fannie);	female;	45.0;	true
2nd;	McCrae, Mr Arthur Gordon;	male;	45.0;	false
3rd;	Assaf, Mrs Maria;	female;	45.0;	true
3rd;	Barbara, Mrs Catherine;	female;	45.0;	false
3rd;	Dahl, Mr Charles Edward;	male;	45.0;	true
3rd;	Ekstrom, Mr Johan;	male;	45.0;	false
3rd;	Hansen, Mrs Claus Peter;	female;	45.0;	true
3rd;	Lindblom, Miss Augusta Charlotta;	female;	45.0;	false
3rd;	Wilkes, Mrs Ellen;	female;	45.0;	true
1st;	Chaffee, Mr Herbert Fuller;	male;	46.0;	false
1st;	Guggenheim, Mr Benjamin;	male;	46.0;	false
1st;	Jones, Mr Charles Cresson;	male;	46.0;	false
1st;	McCaffry, Mr Thomas Francis;	male;	46.0;	false
1st;	Porter, Mr Walter Chamberlain;	male;	46.0;	false
1st;	Swift, Mrs Frederick Joel (Margaret Welles Barron);	female;	46.0;	true
1st;	Thorne, Mr George (alias of: Mr George Rosenshine);	male;	46.0;	false
2nd;	McKane, Mr Peter D;	male;	46.0;	false
1st;	Anderson, Mr Harry;	male;	47.0;	true
1st;	Astor, Colonel John Jacob;	male;	47.0;	false
1st;	Beckwith, Mrs Richard Leord (Sallie Monypeny);	female;	47.0;	true
1st;	Chaffee, Mrs Herbert Fuller (Carrie Constance Toogood);	female;	47.0;	true
1st;	Gee, Mr Arthur H;	male;	47.0;	false
1st;	Moore, Mr Clarence Bloomfield;	male;	47.0;	false
1st;	Walker, Mr William Anderson;	male;	47.0;	false
3rd;	Elsbury, Mr James;	male;	47.0;	false
3rd;	Vereruysse, Mr Victor;	male;	47.0;	false
1st;	Brandeis, Mr Emil;	male;	48.0;	false
1st;	Douglas, Mrs Walter Dold (Mahala Dutton);	female;	48.0;	true
1st;	Duff Gordon, Lady (Lucille Wallace Sutherland);	female;	48.0;	true
1st;	Frolicher-Stehli, Mrs Maxmillian (Margaretha Emerentia Stehli);	female;	48.0;	true
1st;	Harper, Mr Henry Sleeper;	male;	48.0;	true
1st;	Ryerson, Mrs Arthur Larned (Emily Maria Borie);	female;	48.0;	true
1st;	Taylor, Mr Elmer Zebley;	male;	48.0;	true
2nd;	Herman, Mrs Samuel (Jane Laver);	female;	48.0;	true
2nd;	Louch, Mr Charles Alexander;	male;	48.0;	false
2nd;	Milling, Mr Jacob Christian;	male;	48.0;	false
3rd;	Ford, Mrs Edward (Margaret Ann);	female;	48.0;	false
3rd;	Jensen, Mr Niels Peder;	male;	48.0;	false
1st;	Case, Mr Howard Brown;	male;	49.0;	false
1st;	Duff Gordon, Sir Cosmo Edmund;	male;	49.0;	true
1st;	Frauenthal, Dr Henry William;	male;	49.0;	true
1st;	Goldenberg, Mr Samuel L;	male;	49.0;	true
1st;	Harper, Mrs Henry Sleeper (My Haxtun);	female;	49.0;	true
1st;	Ismay, Mr Joseph Bruce;	male;	49.0;	true
1st;	Thayer, Mr John Borland;	male;	49.0;	false
2nd;	Davis, Mrs Agnes;	female;	49.0;	true
2nd;	Herman, Mr Samuel;	male;	49.0;	false
3rd;	Johnson, Mr Alfred;	male;	49.0;	false
1st;	Baxter, Mrs James (Helene DeLaudeniere Chaput);	female;	50.0;	true
1st;	Douglas, Mr Walter Dold;	male;	50.0;	false
1st;	Isham, Miss Anne Elizabeth;	female;	50.0;	false
1st;	Lines, Mrs Ernest H (Elizabeth Lindsey James);	female;	50.0;	true
1st;	Silvey, Mr William Baird;	male;	50.0;	false
1st;	Widener, Mr George Dunton;	male;	50.0;	false
1st;	Widener, Mrs George Dunton (Eleanor Elkins);	female;	50.0;	true
2nd;	Greenberg, Mr Samuel;	male;	50.0;	false
2nd;	Parrish, Mrs Lutie Davis;	female;	50.0;	true
2nd;	Ridsdale, Miss Lucy;	female;	50.0;	true
2nd;	Toomey, Miss Ellen;	female;	50.0;	true
1st;	Hogeboom, Mrs John C (An Andrews);	female;	51.0;	true
1st;	Williams, Mr Charles Duane;	male;	51.0;	false
2nd;	Bateman, Rev Robert James;	male;	51.0;	false
3rd;	Widegren, Mr Charles Peter;	male;	51.0;	false
1st;	Hays, Mrs Charles Melville (Clara Jennings Gregg);	female;	52.0;	true
1st;	Peuchen, Major Arthur Godfrey;	male;	52.0;	true
1st;	Stephenson, Mrs Walter Bertram (Martha Eustis);	female;	52.0;	true
1st;	Taussig, Mr Emil;	male;	52.0;	false
2nd;	Chapman, Mr Charles Henry;	male;	52.0;	false
2nd;	Hodges, Mr Henry Price;	male;	52.0;	false
1st;	Candee, Mrs Edward (Helen Churchill Hungerford);	female;	53.0;	true
1st;	Eustis, Miss Elizabeth Mussey;	female;	53.0;	true
2nd;	Hocking, Mrs Elizabeth;	female;	53.0;	true
1st;	Gracie, Colonel Archibald IV;	male;	54.0;	true
1st;	McCarthy, Mr Timothy J;	male;	54.0;	false
1st;	Rothschild, Mrs Martin (Elizabeth L Barrett);	female;	54.0;	true
1st;	Stengel, Mr Charles Emil Henry;	male;	54.0;	true
1st;	White, Mr Percival Wayland;	male;	54.0;	false
2nd;	Carter, Rev Ernest Courtey;	male;	54.0;	false
2nd;	Moraweck, Dr Ernest;	male;	54.0;	false
1st;	Cornell, Mrs Robert Clifford (Malvi Helen Lamson);	female;	55.0;	true
1st;	Hays, Mr Charles Melville;	male;	55.0;	false
1st;	Lindstrom, Mrs Carl Johan (Sigrid Posse);	female;	55.0;	true
1st;	Molson, Mr Harry Markland;	male;	55.0;	false
1st;	Rothschild, Mr Martin;	male;	55.0;	false
1st;	White, Mrs J Stuart (Ella Holmes);	female;	55.0;	true
1st;	Potter, Mrs Thomas, Jr (Lily Alexenia Wilson);	female;	56.0;	true
1st;	Simonius-Blumer, Col Alfons;	male;	56.0;	true
1st;	Smart, Mr John Montgomery;	male;	56.0;	false
1st;	Smith, Mr James Clinch;	male;	56.0;	false
1st;	Spencer, Mr William Augustus;	male;	57.0;	false
1st;	Wick, Mr George Dennick;	male;	57.0;	false
2nd;	Ashby, Mr John;	male;	57.0;	false
2nd;	Mack, Mrs Mary;	female;	57.0;	false
1st;	Appleton, Mrs Edward Dale (Charlotte Lamson);	female;	58.0;	true
1st;	Bonnell, Miss Elizabeth;	female;	58.0;	true
1st;	Cardeza, Mrs James Warburton Martinez (Charlotte Wardle Drake);	female;	58.0;	true
1st;	Graham, Mrs William Thompson (Edith Junkins);	female;	58.0;	true
1st;	Kent, Mr Edward Austin;	male;	58.0;	false
1st;	Newell, Mr Arthur Webster;	male;	58.0;	false
1st;	Brown, Mrs John Murray (Caroline Lane Lamson);	female;	59.0;	true
2nd;	Sjostedt, Mr Ernst Adolf;	male;	59.0;	false
3rd;	Coxon, Mr Daniel;	male;	59.0;	false
1st;	Bucknell, Mrs William Robert (Emma Eliza Ward);	female;	60.0;	true
1st;	Fortune, Mrs Mark (Mary McDougald);	female;	60.0;	true
1st;	Frolicher-Stehli, Mr Maxmillian;	male;	60.0;	true
1st;	Warren, Mrs Frank Manley (An S Atkinson);	female;	60.0;	true
1st;	Weir, Col John;	male;	60.0;	false
1st;	Ryerson, Mr Arthur Larned;	male;	61.0;	false
1st;	Sutton, Mr Frederick;	male;	61.0;	false
1st;	Van Derhoef, Mr Wyckoff;	male;	61.0;	false
1st;	Stead, Mr William Thomas;	male;	62.0;	false
1st;	Stone, Mrs George Nelson (Martha E);	female;	62.0;	true
1st;	Andrews, Miss Kornelia Theodosia;	female;	63.0;	true
1st;	Straus, Mrs Isidor (Ida Blun);	female;	63.0;	false
3rd;	Turkula, Mrs Hedvig;	female;	63.0;	true
1st;	Compton, Mrs Alexander Taylor (Mary Eliza Ingersoll);	female;	64.0;	true
1st;	Fortune, Mr Mark;	male;	64.0;	false
1st;	Nicholson, Mr Arthur Ernest;	male;	64.0;	false
1st;	Ostby, Mr Engelhart Cornelius;	male;	64.0;	false
1st;	Warren, Mr Frank Manley;	male;	64.0;	false
2nd;	Myles, Mr Thomas Francis;	male;	64.0;	false
1st;	Millet, Mr Francis Davis;	male;	65.0;	false
3rd;	Dewan, Mr Frank;	male;	65.0;	false
1st;	Straus, Mr Isidor;	male;	67.0;	false
1st;	Crosby, Mrs Edward Gifford (Catherine Elizabeth Halstead);	female;	69.0;	true
1st;	Crosby, Captain Edward Gifford;	male;	70.0;	false
1st;	Artagaveytia, Mr Ramon;	male;	71.0;	false
1st;	Goldschmidt, Mr George B;	male;	71.0;	false
2nd;	Mitchell, Mr Henry Michael;	male;	71.0;	false
PClass;	Name;	Sex;	Age;	Survived
3rd;	Dean, Miss Elizabeth Gladys (Millve);	female;	0.17;	true
3rd;	Danbom, Master Gilbert Sigvard Emanuel;	male;	0.33;	false
2nd;	Richards, Master George Sidney;	male;	0.8;	true
2nd;	Caldwell, Master Alden Gates;	male;	0.83;	true
3rd;	Aks, Master Philip;	male;	0.83;	true
1st;	Allison, Master Hudson Trevor;	male;	0.92;	true
2nd;	Becker, Master Richard F;	male;	1.0;	true
2nd;	Hamalainen, Master Viljo;	male;	1.0;	true
2nd;	LaRoche, Miss Louise;	female;	1.0;	true
3rd;	Dean, Master Bertram Vere;	male;	1.0;	true
3rd;	Johnson, Miss Eleanor Ileen;	female;	1.0;	true
3rd;	Klasen, Miss Gertrud Emilia;	female;	1.5;	false
3rd;	Sandstrom, Miss Beatrice Irene;	female;	1.5;	false
1st;	Allison, Miss Helen Loraine;	female;	2.0;	false
2nd;	Mallet, Master Andre;	male;	2.0;	true
2nd;	vratil, Master Edmond Roger;	male;	2.0;	true
2nd;	Quick, Miss Phyllis May;	female;	2.0;	true
2nd;	Wells, Master Ralph Lester;	male;	2.0;	true
3rd;	Andersson, Miss Ellis An Maria;	female;	2.0;	false
3rd;	Hirvonen, Miss Hildur E;	female;	2.0;	false
2nd;	LaRoche, Miss Simonne;	female;	3.0;	true
2nd;	vratil, Master Michel M;	male;	3.0;	true
2nd;	Richards, Master William Rowe;	male;	3.0;	true
3rd;	Aspland, Master Edvin Rojj Felix;	male;	3.0;	true
3rd;	Baclini, Miss Eugenie;	female;	3.0;	true
3rd;	Coutts, Master Neville;	male;	3.0;	true
1st;	Dodge, Master Washington;	male;	4.0;	true
2nd;	Becker, Miss Marion Louise;	female;	4.0;	true
2nd;	Wells, Miss Joan;	female;	4.0;	true
3rd;	Andersson, Master Sigvard Harald Elias;	male;	4.0;	false
3rd;	Johnson, Master Harold Theodor;	male;	4.0;	true
3rd;	Karun, Miss An Mary;	female;	4.0;	true
3rd;	Kink, Miss Louise Gretchen;	female;	4.0;	true
3rd;	Asplund, Master Carl Edgar;	male;	5.0;	false
3rd;	Asplund, Miss Lillian Gertrud;	female;	5.0;	true
3rd;	Emanuel, Miss Virginia Ethel;	female;	5.0;	true
1st;	Spedden, Master Robert Douglas;	male;	6.0;	true
2nd;	Harper, Miss Ni;	female;	6.0;	true
3rd;	Andersson, Miss Ebba Iris;	female;	6.0;	false
3rd;	Boulos, Master Akar;	male;	6.0;	false
3rd;	Goodwin, Master Sidney L;	male;	6.0;	false
2nd;	Hart, Miss Eva Miriam;	female;	7.0;	true
2nd;	Collyer, Miss Marjorie;	female;	8.0;	true
2nd;	Davis, Master John Morgan;	male;	8.0;	true
2nd;	Drew, Master Marshall Brines;	male;	8.0;	true
2nd;	Quick, Miss Winifred Vera;	female;	8.0;	true
3rd;	Andersson, Miss Ingeborg Constancia;	female;	9.0;	false
3rd;	Asplund, Master Clarence Gustaf Hugo;	male;	9.0;	false
3rd;	Boulos, Miss Laura;	female;	9.0;	false
3rd;	Coutts, Master William Leslie;	male;	9.0;	true
3rd;	Ford, Miss Maggie;	female;	9.0;	false
3rd;	Goldsmith, Master Frank John William;	male;	9.0;	true
3rd;	Goodwin, Master Harold V;	male;	9.0;	false
3rd;	Goodwin, Miss Jessie A;	female;	10.0;	false
3rd;	Van Impe, Miss Catharine;	female;	10.0;	false
1st;	Carter, Master William T II;	male;	11.0;	true
3rd;	Andersson, Miss Sigrid Elizabeth;	female;	11.0;	false
3rd;	Goodwin, Master William F;	male;	11.0;	false
2nd;	Becker, Miss Ruth Elizabeth;	female;	12.0;	true
2nd;	Watt, Miss Bertha;	female;	12.0;	true
1st;	Ryerson, Master John Borie;	male;	13.0;	true
2nd;	Mellenger, Miss Madeleine Violet;	female;	13.0;	true
3rd;	Abbott, Master Eugene Joseph;	male;	13.0;	false
3rd;	Asplund, Master Filip Oscar;	male;	13.0;	false
1st;	Carter, Miss Lucile Polk;	female;	14.0;	true
2nd;	Sweet, Mr George;	male;	14.0;	false
3rd;	Goodwin, Mr Charles E;	male;	14.0;	false
3rd;	Vestrom, Miss Hulda Amanda Adolfi;	female;	14.0;	false
1st;	Madill, Miss Georgette Alexandra;	female;	15.0;	true
2nd;	Brown, Miss Edith E;	female;	15.0;	true
3rd;	Banoura, Miss Ayout;	female;	15.0;	true
3rd;	Van der Planke, Mr Leon;	male;	15.0;	false
3rd;	Yasbeck, Mrs Antoni;	female;	15.0;	true
1st;	Hippach, Miss Jean Gertrude;	female;	16.0;	true
1st;	Lines, Miss Mary Conover;	female;	16.0;	true
2nd;	Gaskell, Mr Alfred;	male;	16.0;	false
3rd;	Abbott, Mr Rossmore Edward;	male;	16.0;	false
3rd;	Abelseth, Miss An Karen;	female;	16.0;	true
3rd;	Carr, Miss Helen;	female;	16.0;	true
3rd;	Eklund, Mr Hans Linus;	male;	16.0;	false
3rd;	Ford, Mr Neil Watson;	male;	16.0;	false
3rd;	Gilgh, Miss Katie;	female;	16.0;	true
3rd;	Goodwin, Miss Lillian A;	female;	16.0;	false
1st;	Dick, Mrs Albert Adrian Vera Gillespie;	female;	17.0;	true
1st;	Pesco, Mrs Victor de Satode (Josefa de Soto);	female;	17.0;	true
1st;	Thayer, Mr John Borland, jr;	male;	17.0;	true
2nd;	Ilett, Miss Bertha;	female;	17.0;	true
3rd;	Allum, Mr Owen George;	male;	17.0;	false
3rd;	Andersson, Miss Er;	female;	17.0;	true
3rd;	Attalah, Miss Malaka;	female;	17.0;	false
3rd;	Calic, Mr Peter;	male;	17.0;	false
3rd;	Cribb, Miss Laura Alice;	female;	17.0;	true
3rd;	Davies, Mr Joseph;	male;	17.0;	false
3rd;	Hagardon, Miss Kate;	female;	17.0;	false
3rd;	Jensen, Mr Svend Lauritz;	male;	17.0;	false
3rd;	Kallio, Mr Nikolai Erland;	male;	17.0;	false
1st;	Pesco, Mr Victor de Satode;	male;	18.0;	false
1st;	Ryerson, Miss Emily Borie;	female;	18.0;	true
1st;	Smith, Mrs Lucien Philip (Mary Eloise Hughes;	female;	18.0;	true
1st;	Taussig, Miss Ruth;	female;	18.0;	true
2nd;	Andrew, Mr Edgar Samuel;	male;	18.0;	false
2nd;	Bailey, Mr Percy Andrew;	male;	18.0;	false
2nd;	Deacon, Mr Percy;	male;	18.0;	false
2nd;	Dibden, Mr William;	male;	18.0;	false
2nd;	Doling, Miss Elsie;	female;	18.0;	true
2nd;	Hiltunen, Miss Marta;	female;	18.0;	false
2nd;	sser (srallah), Mrs Nicholas;	female;	18.0;	true
2nd;	Silven, Miss Lyyli;	female;	18.0;	true
2nd;	Swane, Mr George;	male;	18.0;	false
3rd;	Abraham, Mrs Joseph (Sophie Easu);	female;	18.0;	true
3rd;	Aks, Mrs Sam (Leah Rosen);	female;	18.0;	true
3rd;	Arnold, Mrs Josef (Josephine Frank);	female;	18.0;	false
3rd;	Badman, Miss Emily Louisa;	female;	18.0;	true
3rd;	Barbara, Miss Saude;	female;	18.0;	false
3rd;	Bjorklund, Ernst Herbert;	male;	18.0;	false
3rd;	Bradley, Miss Bridget Delia;	female;	18.0;	true
3rd;	Burns, Miss Mary Delia;	female;	18.0;	false
3rd;	Cacic, Mr Grego;	male;	18.0;	false
3rd;	Chronopoulos, Mr Demetrios;	male;	18.0;	false
3rd;	Edvardsson, Mr Gustaf Hjalmar;	male;	18.0;	false
3rd;	Ford, Mr Edward Watson;	male;	18.0;	false
3rd;	Hegarty, Miss Nora;	female;	18.0;	false
3rd;	Klasen, Mr Klas Albin;	male;	18.0;	false
3rd;	Turja, Miss An Sofia;	female;	18.0;	true
3rd;	Van der Planke, Miss Augusta;	female;	18.0;	false
3rd;	Wiklund, Mr Jacob Alfred;	male;	18.0;	false
1st;	Astor, Mrs John Jacob (Madeleine Talmadge Force);	female;	19.0;	true
1st;	Bishop, Mrs Dickinson H (Helen Walton);	female;	19.0;	true
1st;	Fortune, Mr Charles Alexander;	male;	19.0;	false
1st;	Graham, Miss Margaret Edith;	female;	19.0;	true
1st;	Newsom, Miss Helen Monypeny;	female;	19.0;	true
2nd;	Beane, Mrs Edward (Ethel Clarke);	female;	19.0;	true
2nd;	Bentham, Miss Lilian W;	female;	19.0;	true
2nd;	Carbines, Mr William;	male;	19.0;	false
2nd;	Fahlstrom, Mr Arne Jos;	male;	19.0;	false
2nd;	Marshall, Mrs Kate Louise Phillips;	female;	19.0;	true
2nd;	Mellor, Mr William John;	male;	19.0;	true
2nd;	Nicholls, Mr Joseph Charles;	male;	19.0;	false
3rd;	Beavan, Mr William Thomas;	male;	19.0;	false
3rd;	Burke, Mr Jeremiah;	male;	19.0;	false
3rd;	Cohen, Mr Gurshon (Gus);	male;	19.0;	true
3rd;	Cor, Mr Ludovik;	male;	19.0;	false
3rd;	Crease, Mr Ernest James;	male;	19.0;	false
3rd;	Dakic, Mr Branko;	male;	19.0;	false
3rd;	Devaney, Miss Margaret;	female;	19.0;	true
3rd;	Dorkings, Mr Edward Arthur;	male;	19.0;	true
3rd;	Gustafsson, Mr Karl Gideon;	male;	19.0;	false
3rd;	Jensen, Miss Carla Christine;	female;	19.0;	true
3rd;	Johnson, Mr William Cahoone Jr;	male;	19.0;	false
1st;	Willard, Miss Constance;	female;	20.0;	true
2nd;	Bryhl, Miss Dagmar;	female;	20.0;	true
2nd;	Cotterill, Mr Harry;	male;	20.0;	false
2nd;	Maybery, Mr Frank H;	male;	20.0;	false
2nd;	Nourney, Mr Alfred (aka Baron von Drachstedt);	male;	20.0;	true
2nd;	Pengelly, Mr Frederick;	male;	20.0;	false
2nd;	Sincock, Miss Maude;	female;	20.0;	true
3rd;	Abrahamsson, Mr August;	male;	20.0;	true
3rd;	Alhomaki, Mr Ilmari Rudolf;	male;	20.0;	false
3rd;	Andersen, Mr Thor Olsvigen;	male;	20.0;	false
3rd;	Andreasson, Mr Paul Edvin;	male;	20.0;	false
3rd;	Baccos, Mr Rafoul;	male;	20.0;	false
3rd;	Betros, Mr Tannous;	male;	20.0;	false
3rd;	Braf, Miss Elin Ester Maria;	female;	20.0;	false
3rd;	Buckley, Miss Katherine;	female;	20.0;	false
3rd;	Coelho, Mr Domingos Ferndes;	male;	20.0;	false
3rd;	Gustafsson, Mr Alfred Ossian;	male;	20.0;	false
3rd;	Hampe, Mr Leon;	male;	20.0;	false
3rd;	Jensen, Mr Hans Peder;	male;	20.0;	false
3rd;	Jussila, Miss Katrii;	female;	20.0;	false
3rd;	Keane, Mr Andrew;	male;	20.0;	false
3rd;	Lane, Mr Patrick;	male;	20.0;	false
3rd;	Lindqvist, Eino William;	male;	20.0;	true
1st;	Harder, Mrs George Achilles (Dorothy Ann);	female;	21.0;	true
1st;	Longley, Miss Gretchen Fiske;	female;	21.0;	true
1st;	Ryerson, Miss Susan (Suzette) Parker;	female;	21.0;	true
1st;	White, Mr Richard Frasar;	male;	21.0;	false
1st;	Williams, Mr Richard Norris II;	male;	21.0;	true
2nd;	Davies, Mr Charles Henry;	male;	21.0;	false
2nd;	Ender, Mr Ingvar;	male;	21.0;	false
2nd;	Giles, Mr Frederick;	male;	21.0;	false
2nd;	Hickman, Mr Stanley George;	male;	21.0;	false
2nd;	Hocking, Miss Ellen (Nellie);	female;	21.0;	true
2nd;	Hood, Mr Ambrose, Jr;	male;	21.0;	false
2nd;	Phillips, Mr Robert;	male;	21.0;	false
2nd;	Rugg, Miss Emily;	female;	21.0;	true
3rd;	Birkeland, Mr Hans;	male;	21.0;	false
3rd;	Buckley, Mr Daniel;	male;	21.0;	true
3rd;	Cavan, Miss Mary;	female;	21.0;	false
3rd;	Cavan, Mr Patrick;	male;	21.0;	false
3rd;	Cann, Mr Ernest;	male;	21.0;	false
3rd;	Chartens, Mr David;	male;	21.0;	false
3rd;	Davies, Mr John;	male;	21.0;	false
3rd;	Ford, Miss Dooli Margaret;	female;	21.0;	false
3rd;	Hansen, Mr Henry Damsgaard;	male;	21.0;	false
3rd;	Jussila, Miss Ai Maria;	female;	21.0;	false
3rd;	Kalvig, Mr Johannes K Halverson;	male;	21.0;	false
3rd;	Karlsson, Mr Eir Gervasius;	male;	21.0;	true
3rd;	Kelly, Miss An Kate;	female;	21.0;	true
3rd;	Kelly, Miss Mary;	female;	21.0;	true
3rd;	Lemom, Mr Denis;	male;	21.0;	false
3rd;	Lemon, Miss Mary;	female;	21.0;	false
3rd;	Salander, Mr Karl Johan;	male;	21.0;	false
3rd;	Windelov, Mr Eir;	male;	21.0;	false
1st;	Bowerman, Miss Elsie Edith;	female;	22.0;	true
1st;	Frolicher, Miss Marguerite;	female;	22.0;	true
1st;	Gibson, Miss Dorothy;	female;	22.0;	true
1st;	Ostby, Miss Helen Raghnild;	female;	22.0;	true
1st;	Payne, Mr Vivian Ponsonby;	male;	22.0;	false
2nd;	Cook, Mrs Sele Rogers;	female;	22.0;	false
2nd;	del Carlo, Mrs Sebastiano (Argenia Genovese);	female;	22.0;	true
2nd;	Giles, Mr Ralph;	male;	22.0;	false
2nd;	Karnes, Mrs J Frank (Claire Bennett);	female;	22.0;	false
2nd;	LaRoche, Mrs Joseph (Juliet);	female;	22.0;	true
2nd;	Oxenham, Mr Percy Thomas;	male;	22.0;	true
2nd;	Smith (Schmidt), Mr Augustus;	male;	22.0;	false
2nd;	Troupiansky, Mr Moses Aaron;	male;	22.0;	false
2nd;	Waelens, Mr Achille;	male;	22.0;	false
3rd;	Barton, Mr David;	male;	22.0;	false
3rd;	Berglund, Mr Karl Ivar Sven;	male;	22.0;	false
3rd;	Braund, Mr Owen Harris;	male;	22.0;	false
3rd;	Brobek, Mr Karl Rudolf;	male;	22.0;	false
3rd;	Connolly, Miss Kate;	female;	22.0;	true
3rd;	Dahlberg, Miss Gerda Ulrika;	female;	22.0;	false
3rd;	Davies, Mr Evan;	male;	22.0;	false
3rd;	Dyker, Mrs Adolf Fredrik (An Elizabeth Judith Andersson);	female;	22.0;	true
3rd;	Gilinski, Mr Leslie;	male;	22.0;	false
3rd;	Hellstrom, Hilda Maria;	female;	22.0;	true
3rd;	Hirvonen, Mrs Alexander;	female;	22.0;	true
3rd;	Johansson, Mr Erik;	male;	22.0;	false
3rd;	Karlsson, Mr Nils August;	male;	22.0;	false
3rd;	Kiern, Mr Philip;	male;	22.0;	false
3rd;	Kilgannon, Mr Thomas;	male;	22.0;	false
3rd;	Kink, Miss Maria;	female;	22.0;	false
3rd;	Landegren, Miss Aurora Adelia;	female;	22.0;	true
3rd;	Larsson-Rondberg, Mr Edvard;	male;	22.0;	false
3rd;	Vartunian, Mr David;	male;	22.0;	true
3rd;	Vonk, Mr Jenko;	male;	22.0;	false
3rd;	Zenni, Mr Philip;	male;	22.0;	false
1st;	Earnshaw, Mrs Boulton (Olive Potter);	female;	23.0;	true
1st;	Fortune, Miss Mabel;	female;	23.0;	true
1st;	Greenfield, Mr William Bertram;	male;	23.0;	true
1st;	Newell, Miss Marjorie;	female;	23.0;	true
1st;	Snyder, Mrs John Pillsbury (Nelle Stevenson);	female;	23.0;	true
2nd;	Baimbrigge, Mr Charles R;	male;	23.0;	false
2nd;	Berriman, Mr William S;	male;	23.0;	false
2nd;	Eitemiller, Mr George Floyd;	male;	23.0;	false
2nd;	Hamalainen, Mrs William (An);	female;	23.0;	true
2nd;	Hocking, Mr George;	male;	23.0;	false
2nd;	Jerwan, Mrs Amin S (Marie Thuillard);	female;	23.0;	true
2nd;	Richard, Mr Emil;	male;	23.0;	false
2nd;	Ware, Mr William J;	male;	23.0;	false
3rd;	Alexander, Mr William;	male;	23.0;	false
3rd;	Asplund, Mr John Charles;	male;	23.0;	true
3rd;	Assam, Mr Ali;	male;	23.0;	false
3rd;	Augustsson, Mr Albert;	male;	23.0;	false
3rd;	Dennis, Mr Samuel;	male;	23.0;	false
3rd;	Drapkin, Miss Jennie;	female;	23.0;	true
3rd;	Dyker, Mr Adolf Fredrik;	male;	23.0;	false
3rd;	Heininen, Miss Wendla Maria;	female;	23.0;	false
3rd;	Karlsson, Mr Julius Konrad Eugen;	male;	23.0;	false
3rd;	Melkebuk, Mrs Philemon;	female;	23.0;	false
1st;	Baxter, Mr Quigg Edmond;	male;	24.0;	false
1st;	Fortune, Miss Alice Elizabeth;	female;	24.0;	true
1st;	Hays, Miss Margaret Bechstein;	female;	24.0;	true
1st;	Smith, Mr Lucien Philip;	male;	24.0;	false
1st;	Snyder, Mr John Pillsbury;	male;	24.0;	true
2nd;	Collett, Mr Sidney C Stuart;	male;	24.0;	true
2nd;	Garside, Miss Ethel;	female;	24.0;	true
2nd;	Giles, Mr Edgar;	male;	24.0;	false
2nd;	Herman, Miss Alice;	female;	24.0;	true
2nd;	Herman, Miss Kate;	female;	24.0;	true
2nd;	Pain, Dr Alfred;	male;	24.0;	false
2nd;	Brown, Miss Mildred;	female;	24.0;	true
3rd;	Ahmed, Mr Ali;	male;	24.0;	false
3rd;	Aronsson, Mr Ernst Axel Algot;	male;	24.0;	false
3rd;	Carlsson, Mr Carl Robert;	male;	24.0;	false
3rd;	Celotti, Mr Francesco;	male;	24.0;	false
3rd;	Colbert, Mr Patrick;	male;	24.0;	false
3rd;	Coleff, Mr Fotio;	male;	24.0;	false
3rd;	Davies, Mr Alfred;	male;	24.0;	false
3rd;	Doyle, Miss Elizabeth;	female;	24.0;	false
3rd;	Driscoll, Miss Bridget;	female;	24.0;	true
3rd;	Duquemin, Mr Joseph;	male;	24.0;	true
3rd;	Haas, Miss Aloisia;	female;	24.0;	false
3rd;	Hakkarainen, Mrs Pekko Pietari;	female;	24.0;	true
3rd;	Johnson, Mrs Oscar W;	female;	24.0;	false
3rd;	Kennedy, Mr John;	male;	24.0;	false
3rd;	Lievens, Mr Rene;	male;	24.0;	false
1st;	Allison, Mrs Hudson JC (Bessie Waldo Daniels);	female;	25.0;	false
1st;	Birnbaum, Mr Jakob;	male;	25.0;	false
1st;	Bishop, Mr Dickinson H;	male;	25.0;	true
1st;	Harder, Mr George Achilles;	male;	25.0;	true
2nd;	Bryhl, Mr Kurt Arnold Gottfrid;	male;	25.0;	false
2nd;	Butler, Mr Regild Fenton;	male;	25.0;	false
2nd;	Denbury, Mr Herbert;	male;	25.0;	false
2nd;	Leyson, Mr Robert William Norman;	male;	25.0;	false
2nd;	Richards, Mrs Sidney (Emily Hocking);	female;	25.0;	true
2nd;	Shelley, Mrs William (Imanita);	female;	25.0;	true
2nd;	Sobey, Mr Hayden;	male;	25.0;	false
2nd;	Stokes, Mr Philip Joseph;	male;	25.0;	false
3rd;	Abelseth, Mr Olaus;	male;	25.0;	true
3rd;	Ali, Mr William;	male;	25.0;	false
3rd;	Arnold, Mr Josef;	male;	25.0;	false
3rd;	Dantchoff, Mr Khristo;	male;	25.0;	false
3rd;	Delalic, Mr Regyo;	male;	25.0;	false
3rd;	Gallagher, Mr Martin;	male;	25.0;	false
3rd;	Ilmakangas, Miss Pieta Sofia;	female;	25.0;	false
